code,description,start_date,end_date,type,parent_code,level,category,notes
57264,Travel:Taxis or shared rides,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Travel:Taxis or shared rides - This account is used to record Costs of using a ride-share service or taxi for business reasons.\n\nPurpose: This account tracks cost of goods sold items specifically related to travel:taxis or shared rides. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of travel:taxis or shared rides transactions\n- Adjustments related to travel:taxis or shared rides\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
57491,Travel,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Travel - This account is used to record Costs of business-related travel.\n\nPurpose: This account tracks cost of goods sold items specifically related to travel. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of travel transactions\n- Adjustments related to travel\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
57718,General business expenses:Uniforms,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""General business expenses:Uniforms - This account is used to record Costs of uniforms for the workers in your business.\n\nPurpose: This account tracks cost of goods sold items specifically related to general business expenses:uniforms. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of general business expenses:uniforms transactions\n- Adjustments related to general business expenses:uniforms\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
57945,Utilities,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Utilities - This account is used to record Costs of utilities used to operate the business.\n\nPurpose: This account tracks cost of goods sold items specifically related to utilities. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of utilities transactions\n- Adjustments related to utilities\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 7 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
58172,Water & sewer,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Water & sewer - This account is used to record Costs of water and sewer service.\n\nPurpose: This account tracks cost of goods sold items specifically related to water & sewer. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of water & sewer transactions\n- Adjustments related to water & sewer\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
58399,Website ads,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Website ads - This account is used to record Costs to promote the business on websites.\n\nPurpose: This account tracks cost of goods sold items specifically related to website ads. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of website ads transactions\n- Adjustments related to website ads\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
58626,Workers' compensation insurance,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Workers' compensation insurance - This account is used to record Costs of worker's compensation insurance coverage.\n\nPurpose: This account tracks cost of goods sold items specifically related to workers' compensation insurance. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of workers' compensation insurance transactions\n- Adjustments related to workers' compensation insurance\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
58853,Depreciation expenses,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Depreciation expenses - This account is used to record Costs your business deducts for large purchases over the course of their use.\n\nPurpose: This account tracks cost of goods sold items specifically related to depreciation expenses. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of depreciation expenses transactions\n- Adjustments related to depreciation expenses\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
59080,Parking & tolls,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Parking & tolls - This account is used to record Costs of road tolls and parking.\n\nPurpose: This account tracks cost of goods sold items specifically related to parking & tolls. It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of parking & tolls transactions\n- Adjustments related to parking & tolls\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
59307,Cost of Labor,2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""COGS - Direct Labor"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Cost of Labor - This account is used to record transactions related to Cost of Labor.\n\nPurpose: This account tracks cost of goods sold items specifically related to cost of labor. It is classified under COGS - Direct Labor in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of cost of labor transactions\n- Adjustments related to cost of labor\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the COGS - Direct Labor classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
59534,Contractor - Cleaners (1099),2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Contractor - Cleaners (1099) - This account is used to record transactions related to Contractor - Cleaners (1099).\n\nPurpose: This account tracks cost of goods sold items specifically related to contractor - cleaners (1099). It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of contractor - cleaners (1099) transactions\n- Adjustments related to contractor - cleaners (1099)\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
59761,Contractor - Remote Admin (1099),2024-01-01,,D,50000,2,Cost of Goods Sold,"{
  ""subcategory"": ""Cost of Goods Sold - General"",
  ""normal_balance"": ""Debit"",
  ""cash_flow_classification"": ""Operating Activities"",
  ""cost_center"": ""CC-2000"",
  ""gaap_classification"": ""US-GAAP Cost of Goods Sold"",
  ""detailed_description"": ""Contractor - Remote Admin (1099) - This account is used to record transactions related to Contractor - Remote Admin (1099).\n\nPurpose: This account tracks cost of goods sold items specifically related to contractor - remote admin (1099). It is classified under Cost of Goods Sold - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of contractor - remote admin (1099) transactions\n- Adjustments related to contractor - remote admin (1099)\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for cost of goods sold accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other cost of goods sold categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other cost of goods sold accounts within the Cost of Goods Sold - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
30000,Accumulated adjustment,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Accumulated adjustment - This account is used to record Adjustments to owner's equity that aren't from net income.\n\nPurpose: This account tracks equity items specifically related to accumulated adjustment. It is classified under Equity - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of accumulated adjustment transactions\n- Adjustments related to accumulated adjustment\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
30624,Common stock,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - Capital Stock"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Common stock - This account is used to record Money received in exchange for common stock.\n\nPurpose: This account tracks equity items specifically related to common stock. It is classified under Equity - Capital Stock in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of common stock transactions\n- Adjustments related to common stock\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - Capital Stock classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
31248,Retained Earnings,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - Retained Earnings"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Retained Earnings - This account is used to record transactions related to Retained Earnings.\n\nPurpose: This account tracks equity items specifically related to retained earnings. It is classified under Equity - Retained Earnings in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of retained earnings transactions\n- Adjustments related to retained earnings\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - Retained Earnings classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 8 legacy account(s) across 8 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
31872,Shareholders' equity,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Shareholders' equity - This account is used to record Money invested in the business by shareholders.\n\nPurpose: This account tracks equity items specifically related to shareholders' equity. It is classified under Equity - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of shareholders' equity transactions\n- Adjustments related to shareholders' equity\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
32496,Treasury stock,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - Capital Stock"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Treasury stock - This account is used to record Money paid to buy back stock from a shareholder.\n\nPurpose: This account tracks equity items specifically related to treasury stock. It is classified under Equity - Capital Stock in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of treasury stock transactions\n- Adjustments related to treasury stock\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - Capital Stock classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
33120,Contributions to charities,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - Owner Contributions"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Contributions to charities - This account is used to record Money the business donates to a charity.\n\nPurpose: This account tracks equity items specifically related to contributions to charities. It is classified under Equity - Owner Contributions in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of contributions to charities transactions\n- Adjustments related to contributions to charities\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - Owner Contributions classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
33744,Opening Balance Equity,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - General"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Opening Balance Equity - This account is used to record transactions related to Opening Balance Equity.\n\nPurpose: This account tracks equity items specifically related to opening balance equity. It is classified under Equity - General in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of opening balance equity transactions\n- Adjustments related to opening balance equity\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - General classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 4 legacy account(s) across 4 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
34368,Partner Contributions,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - Owner Contributions"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Partner Contributions - This account is used to record transactions related to Partner Contributions.\n\nPurpose: This account tracks equity items specifically related to partner contributions. It is classified under Equity - Owner Contributions in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of partner contributions transactions\n- Adjustments related to partner contributions\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - Owner Contributions classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
34992,Partner Distributions Manuel Dorticos,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - Distributions"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Partner Distributions Manuel Dorticos - This account is used to record transactions related to Partner Distributions Manuel Dorticos.\n\nPurpose: This account tracks equity items specifically related to partner distributions manuel dorticos. It is classified under Equity - Distributions in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of partner distributions manuel dorticos transactions\n- Adjustments related to partner distributions manuel dorticos\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - Distributions classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
35616,Partner Distributions Roylan Valdivia,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - Distributions"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""Partner Distributions Roylan Valdivia - This account is used to record transactions related to Partner Distributions Roylan Valdivia.\n\nPurpose: This account tracks equity items specifically related to partner distributions roylan valdivia. It is classified under Equity - Distributions in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of partner distributions roylan valdivia transactions\n- Adjustments related to partner distributions roylan valdivia\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - Distributions classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
36240,S-Corp (Form 1120-S):Charitable Contributions,2024-01-01,,D,30000,2,Equity,"{
  ""subcategory"": ""Equity - Owner Contributions"",
  ""normal_balance"": ""Credit"",
  ""cash_flow_classification"": ""Financing Activities"",
  ""cost_center"": ""CC-0000"",
  ""gaap_classification"": ""US-GAAP Equity"",
  ""detailed_description"": ""S-Corp (Form 1120-S):Charitable Contributions - This account is used to record transactions related to S-Corp (Form 1120-S):Charitable Contributions.\n\nPurpose: This account tracks equity items specifically related to s-corp (form 1120-s):charitable contributions. It is classified under Equity - Owner Contributions in accordance with US-GAAP standards.\n\nTransaction Examples:\n- Recording of s-corp (form 1120-s):charitable contributions transactions\n- Adjustments related to s-corp (form 1120-s):charitable contributions\n- Period-end reconciliation and reporting\n\nGAAP Rationale: This account follows US-GAAP classification standards for equity accounts. It maintains proper segregation of duties and ensures accurate financial reporting in compliance with generally accepted accounting principles.\n\nWhen NOT to Use: Do not use this account for transactions that belong to other equity categories or for items that should be classified under different account types. Ensure proper authorization and documentation before posting entries.\n\nCross-References: Related accounts include other equity accounts within the Equity - Owner Contributions classification. Review the complete chart of accounts for proper account selection.\n\nFrequency: This account appears in 1 legacy account(s) across 1 company/companies, indicating high standardization importance."",
  ""examples"": [],
  ""gaap_rationale"": """"
}"
